Unnamed: 0,X.2,X.1,X,country,year,ciri,unreg,unsubreg,disap,kill,polpris,tort,assn,formov,dommov,speech,elecsd,rel_free,union_p,barg_p,hour_p,force_p,child_p,wage_p,safe_p,trafficking_p,injud,wecon,wopol,wosoc_p,ngo_freedom,trial_p,wosoc_l,union_l,barg_l,hour_l,force_l,child_l,wage_l,safe_l,trafficking_l,americas,europe,asia_middle_east,africa,oceania,atrocity_years,physint_sum,workerrights_practices_sum,repression_sum,civpol_sum,human_rights_score,workerrights_laws_sum,bbatrocity,zero_kill,zero_disap,zero_polpris,zero_tort,bbatrocity_intensity,avg_kill3,avg_disap3,avg_polpris3,avg_tort3,avg_bbatrocity_intensity3,avg_speech3,avg_rel_free3,avg_dommov3,avg_formov3,avg_assn3,avg_wopol3,avg_wosoc_l3,avg_wosoc_p3,avg_wecon3,avg_union_l3,avg_union_p3,avg_barg_l3,avg_barg_p3,avg_force_l3,avg_force_p3,avg_child_l3,avg_child_p3,avg_wage_l3,avg_wage_p3,avg_safe_l3,avg_safe_p3,avg_hour_l3,avg_hour_p3,avg_trafficking_l3,avg_trafficking_p3,avg_trial_p3,avg_injud3,wopol_two,wecon_two,wosoc_two,trial_two,atrocity_hrscore,emp_rights_sum,hrscorex2,avg_ngo3,avg_elecsd3
653,653,653,653,Comoros,2011,215,2,14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,1,0,0,8.0,4.0,12.0,4.0,62.0,5.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,1.0,1.0,1.66666666666667,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.66666666666667,1.0,1.0,1.33333333333333,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0.666666666666667,0.0,1.0,0.333333333333333,0.333333333333333,0.666666666666667,,,1.0,,2.0,5,62.0,3.0,2.0
670,670,670,670,Dem. Rep. Congo,2011,218,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,1,0,24,0.0,1.0,2.0,2.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.666666666666667,0.0,0.0,2.33333333333333,0.0,1.33333333333333,0.0,0.0,0.333333333333333,2.0,0.0,0.0,0.0,1.66666666666667,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.333333333333333,1.0,0.0,0.666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1,10.0,0.0,1.0
687,687,687,687,Congo,2011,221,2,17,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,1,0,6,4.0,6.0,9.0,4.0,54.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.33333333333333,2.0,1.0,1.0,,0.666666666666667,2.0,1.0,2.0,1.33333333333333,2.0,1.66666666666667,1.0,0.666666666666667,2.0,1.66666666666667,1.0,1.0,1.0,1.0,2.0,0.666666666666667,1.0,0.666666666666667,1.0,0.333333333333333,1.33333333333333,1.0,0.666666666666667,0.666666666666667,1.0,0.333333333333333,1.0,,,,2.0,5,54.0,1.0,1.0
704,704,704,704,Costa Rica,2011,224,419,13,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,0,0,0,0,0,6.0,6.0,13.0,5.0,70.0,11.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,1.0,,2.0,1.66666666666667,2.0,1.0,2.0,3.0,3.0,3.0,2.66666666666667,2.0,1.0,1.0,0.333333333333333,2.0,1.66666666666667,2.0,1.33333333333333,1.0,0.666666666666667,2.0,0.666666666666667,1.0,0.666666666666667,1.33333333333333,1.0,2.0,1.66666666666667,2.0,2.0,2.0,1.0,2.0,9,70.0,3.0,2.0
721,721,721,721,Cote d'Ivoire,2011,227,2,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0,0,0,1,0,14,2.0,4.0,4.0,2.0,22.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.333333333333333,1.0,1.0,0.0,,0.0,1.66666666666667,1.66666666666667,0.0,0.0,2.0,1.0,0.0,1.0,1.66666666666667,1.0,1.33333333333333,1.0,2.0,0.333333333333333,2.0,0.0,1.0,0.333333333333333,1.66666666666667,0.0,1.0,0.0,0.333333333333333,0.333333333333333,0.0,0.0,1.0,,,,0.0,2,22.0,0.0,0.0
738,738,738,738,Croatia,2011,230,150,39,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,1,0,0,0,2,8.0,8.0,13.0,4.0,74.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.666666666666667,1.66666666666667,,1.0,1.66666666666667,1.66666666666667,2.0,1.0,2.0,3.0,2.33333333333333,2.0,2.0,1.33333333333333,1.0,1.0,2.0,1.66666666666667,2.0,1.0,1.0,1.33333333333333,2.0,0.666666666666667,2.0,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.66666666666667,1.0,1.0,1.0,,2.0,7,74.0,3.0,1.66666666666667
755,755,755,755,Cuba,2011,233,419,29,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,0,0,0,1,4.0,6.0,4.0,0.0,36.0,6.0,0.0,0.0,0.0,1.0,1.0,,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.66666666666667,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.666666666666667,1.0,1.66666666666667,0.666666666666667,1.0,1.0,1.0,0.0,1.0,1.0,0.333333333333333,0.0,0.0,0.0,2.0,2.0,2.0,,2.0,6,36.0,0.0,0.0
772,772,772,772,Cyprus,2011,236,142,145,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,7.0,11.0,14.0,4.0,80.0,13.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,,2.0,0.666666666666667,2.0,2.0,2.0,2.0,3.0,3.0,1.66666666666667,2.0,2.0,1.66666666666667,1.66666666666667,2.0,0.333333333333333,2.0,2.0,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,1.66666666666667,1.0,1.33333333333333,1.0,3.0,2.0,1.0,,2.0,2.0,2.0,7,80.0,2.0,2.0
789,789,789,789,Czech Rep.,2011,239,150,151,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0,1,0,0,0,0,8.0,13.0,13.0,4.0,86.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.66666666666667,,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.33333333333333,1.66666666666667,2.0,1.0,1.66666666666667,2.0,2.0,2.0,2.0,2.0,1.66666666666667,2.0,2.0,1.66666666666667,0.333333333333333,2.0,1.66666666666667,1.66666666666667,1.0,1.33333333333333,1.0,1.0,2.0,,2.0,8,86.0,3.0,2.0
806,806,806,806,Denmark,2011,245,150,154,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,1,0,0,0,0,8.0,14.0,16.0,5.0,96.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.66666666666667,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.66666666666667,2.0,1.33333333333333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,96.0,3.0,2.0
823,823,823,823,Djibouti,2011,248,2,14,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0,0,0,1,0,0,4.0,1.0,6.0,2.0,36.0,8.0,0.0,0.0,0.0,1.0,0.0,,1.66666666666667,2.0,1.0,1.0,,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.333333333333333,2.0,0.0,0.0,0.0,1.0,0.0,1.33333333333333,0.333333333333333,1.0,1.0,0.0,0.666666666666667,1.0,,,,2.0,5,36.0,1.66666666666667,1.0
840,840,840,840,Dominica,2011,251,419,29,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1,0,0,0,0,0,8.0,13.0,16.0,6.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.66666666666667,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.66666666666667,2.0,2.0,1.0,1.66666666666667,1.0,1.0,1.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,2.0,2.0,1.0,,1.0,1.0,2.0,6,84.0,2.0,1.66666666666667
857,857,857,857,Dominican Rep.,2011,254,419,29,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,0,0,0,0,19,4.0,7.0,8.0,3.0,46.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.66666666666667,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.333333333333333,2.0,2.66666666666667,2.0,1.0,1.0,1.0,1.0,0.333333333333333,2.0,0.666666666666667,2.0,0.333333333333333,1.0,0.666666666666667,1.0,0.333333333333333,1.66666666666667,0.333333333333333,1.0,0.666666666666667,1.0,0.0,1.0,,1.0,,0.0,4,46.0,1.0,2.0
874,874,874,874,Timor-Leste,2011,257,142,35,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,7.0,7.0,14.0,6.0,64.0,9.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.66666666666667,0.333333333333333,2.0,1.33333333333333,1.0,1.33333333333333,2.0,1.66666666666667,1.66666666666667,0.666666666666667,0.0,0.0,1.33333333333333,1.0,2.0,2.0,0.666666666666667,0.0,0.666666666666667,0.666666666666667,1.0,,,,2.0,5,64.0,1.0,2.0
891,891,891,891,Ecuador,2011,260,419,5,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0,0,0,0,0,4.0,7.0,9.0,4.0,56.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.33333333333333,0.0,,1.0,2.0,2.0,2.0,1.33333333333333,3.0,2.66666666666667,1.0,1.0,1.0,0.666666666666667,1.0,0.0,2.0,0.666666666666667,2.0,1.66666666666667,1.33333333333333,1.33333333333333,1.0,0.333333333333333,2.0,0.666666666666667,1.66666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2.0,,,,2.0,6,56.0,1.66666666666667,1.0
908,908,908,908,Egypt,2011,263,2,15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,0,1,0,10,0.0,5.0,1.0,1.0,26.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,0.666666666666667,1.0,0.0,0.0,,0.666666666666667,0.0,0.0,2.0,0.0,1.33333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1.0,0.333333333333333,0.666666666666667,0.333333333333333,2.0,1.33333333333333,1.0,0.333333333333333,0.666666666666667,0.333333333333333,1.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,1.66666666666667,0.666666666666667,0.0,0.333333333333333,,,,,0.0,2,26.0,0.666666666666667,0.333333333333333
925,925,925,925,El Salvador,2011,266,419,13,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,0,0,0,0,10,4.0,7.0,9.0,5.0,58.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.66666666666667,0.0,,1.66666666666667,2.0,2.0,2.0,1.66666666666667,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.66666666666667,1.0,1.0,1.0,1.0,1.0,0.333333333333333,1.33333333333333,0.666666666666667,1.33333333333333,0.666666666666667,0.0,0.0,1.0,,,,2.0,5,58.0,1.33333333333333,2.0
942,942,942,942,Eq. Guinea,2011,269,2,17,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,0,4.0,6.0,6.0,2.0,38.0,10.0,0.0,0.0,0.0,1.0,0.0,,1.33333333333333,1.33333333333333,0.333333333333333,0.333333333333333,,0.0,2.0,1.66666666666667,1.0,0.0,1.66666666666667,1.0,1.0,1.0,1.0,0.666666666666667,1.66666666666667,0.333333333333333,2.0,1.66666666666667,2.0,0.333333333333333,1.0,0.666666666666667,1.0,0.333333333333333,1.66666666666667,0.666666666666667,1.66666666666667,0.0,0.0,0.0,1.0,,,,2.0,3,38.0,0.0,0.0
959,959,959,959,Eritrea,2011,272,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,9,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,0.333333333333333,0.333333333333333,0.0,0.0,,0.0,0.0,0.0,0.333333333333333,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.33333333333333,0.0,1.66666666666667,0.0,1.66666666666667,0.0,1.0,0.0,1.33333333333333,0.666666666666667,1.33333333333333,1.0,0.666666666666667,0.333333333333333,0.0,0.0,,,1.0,,0.0,1,6.0,0.0,0.0
976,976,976,976,Estonia,2011,275,150,154,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,7.0,9.0,15.0,6.0,76.0,11.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.66666666666667,2.0,2.0,1.0,1.66666666666667,1.66666666666667,2.0,1.0,1.33333333333333,1.33333333333333,1.0,0.666666666666667,2.0,1.66666666666667,1.66666666666667,1.33333333333333,1.0,0.666666666666667,1.66666666666667,2.0,1.0,1.0,1.0,1.0,2.0,7,76.0,2.0,2.0
993,993,993,993,Ethiopia,2011,278,2,14,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0,0,0,1,0,22,2.0,3.0,2.0,0.0,24.0,7.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.33333333333333,0.0,0.0,,0.0,0.333333333333333,1.33333333333333,0.666666666666667,0.0,2.0,1.0,0.0,0.0,1.0,0.666666666666667,1.0,0.666666666666667,2.0,0.0,1.66666666666667,0.0,0.333333333333333,0.0,1.0,0.333333333333333,1.0,0.666666666666667,1.0,1.0,0.333333333333333,0.333333333333333,1.0,,,,2.0,3,24.0,0.666666666666667,0.0
1010,1010,1010,1010,Fiji,2011,281,9,54,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0,0,0,0,1,0,5.0,5.0,6.0,0.0,42.0,8.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,1.0,0.666666666666667,,0.0,0.666666666666667,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.333333333333333,1.0,0.333333333333333,2.0,0.666666666666667,1.0,0.666666666666667,1.0,0.333333333333333,2.0,0.666666666666667,0.0,0.0,1.0,0.666666666666667,1.0,0.333333333333333,,1.0,,,2.0,4,42.0,1.0,0.0
1027,1027,1027,1027,Finland,2011,284,150,154,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,8.0,12.0,15.0,4.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.33333333333333,2.0,,1.0,1.66666666666667,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.33333333333333,2.0,0.666666666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33333333333333,2.0,2.0,2.0,2.0,2.0,2.0,10,92.0,3.0,2.0
1044,1044,1044,1044,France,2011,287,150,155,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,7.0,12.0,12.0,3.0,78.0,14.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,,1.0,0.666666666666667,2.0,1.33333333333333,2.0,2.0,3.0,2.0,3.0,2.0,1.66666666666667,2.0,2.0,2.0,0.333333333333333,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.66666666666667,1.66666666666667,2.0,1.0,2.0,1.0,1.0,2.0,7,78.0,3.0,2.0
1061,1061,1061,1061,Gabon,2011,290,2,17,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,0,1,0,0,6.0,5.0,12.0,5.0,54.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,,0.666666666666667,2.0,1.33333333333333,0.0,1.66666666666667,2.0,2.0,1.33333333333333,0.666666666666667,2.0,1.0,1.0,1.0,2.0,0.666666666666667,2.0,1.0,1.33333333333333,1.0,2.0,0.0,1.0,0.666666666666667,1.0,1.33333333333333,1.33333333333333,0.333333333333333,1.0,,1.0,,2.0,4,54.0,2.0,0.666666666666667
1078,1078,1078,1078,Gambia,2011,293,2,11,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0,0,0,1,0,0,3.0,6.0,7.0,4.0,42.0,10.0,0.0,0.0,0.0,1.0,1.0,,1.66666666666667,1.0,0.333333333333333,0.666666666666667,,0.333333333333333,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.33333333333333,1.0,1.0,1.0,0.666666666666667,2.0,0.333333333333333,2.0,0.0,1.0,1.0,2.0,0.333333333333333,1.0,1.0,1.33333333333333,1.0,0.0,0.0,1.0,,,,2.0,4,42.0,0.666666666666667,0.666666666666667
1095,1095,1095,1095,Georgia,2011,296,142,145,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0,0,1,0,0,4,4.0,6.0,6.0,1.0,46.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.33333333333333,1.66666666666667,1.0,0.333333333333333,,1.0,1.0,2.0,1.66666666666667,0.333333333333333,1.66666666666667,1.0,0.0,1.0,1.0,0.666666666666667,1.0,0.0,2.0,1.66666666666667,1.66666666666667,1.33333333333333,1.0,0.333333333333333,1.66666666666667,0.0,1.0,1.0,2.0,1.0,1.33333333333333,0.333333333333333,1.0,,,,2.0,4,46.0,1.0,1.0
1112,1112,1112,1112,Germany,2011,299,150,155,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,7.0,11.0,14.0,4.0,84.0,13.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.33333333333333,2.0,,1.0,1.33333333333333,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.33333333333333,1.33333333333333,1.66666666666667,2.0,0.333333333333333,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.33333333333333,2.0,1.66666666666667,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,84.0,2.66666666666667,2.0
1129,1129,1129,1129,Ghana,2011,302,2,11,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,1,4.0,5.0,10.0,5.0,58.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.33333333333333,0.0,,1.33333333333333,1.66666666666667,2.0,2.0,1.66666666666667,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.666666666666667,1.0,0.333333333333333,1.33333333333333,0.0,1.66666666666667,1.33333333333333,1.66666666666667,1.0,0.666666666666667,1.0,1.0,,,,2.0,5,58.0,3.0,1.0
1146,1146,1146,1146,Greece,2011,305,150,39,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,6.0,8.0,9.0,2.0,64.0,10.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,1.66666666666667,0.0,,1.33333333333333,0.666666666666667,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.66666666666667,1.0,0.0,1.0,0.666666666666667,1.0,0.666666666666667,2.0,1.33333333333333,1.66666666666667,1.0,0.666666666666667,1.0,1.0,1.0,1.0,,2.0,7,64.0,2.33333333333333,1.66666666666667
1163,1163,1163,1163,Grenada,2011,308,419,29,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1,0,0,0,0,0,6.0,11.0,15.0,6.0,84.0,13.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.33333333333333,2.0,1.33333333333333,2.0,2.0,2.0,1.33333333333333,1.0,1.0,2.0,1.0,2.0,2.0,0.666666666666667,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,8,84.0,3.0,2.0
1180,1180,1180,1180,Guatemala,2011,311,419,13,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,0,0,0,0,15,5.0,2.0,11.0,5.0,50.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,2.0,0.666666666666667,,1.66666666666667,2.0,2.0,2.0,1.66666666666667,2.0,2.66666666666667,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.666666666666667,1.0,0.0,1.0,0.333333333333333,1.0,0.0,1.0,0.0,1.33333333333333,0.333333333333333,1.0,0.333333333333333,1.0,,1.0,,2.0,6,50.0,0.0,2.0
