Unnamed: 0,X.2,X.1,X,country,year,ciri,unreg,unsubreg,disap,kill,polpris,tort,assn,formov,dommov,speech,elecsd,rel_free,union_p,barg_p,hour_p,force_p,child_p,wage_p,safe_p,trafficking_p,injud,wecon,wopol,wosoc_p,ngo_freedom,trial_p,wosoc_l,union_l,barg_l,hour_l,force_l,child_l,wage_l,safe_l,trafficking_l,americas,europe,asia_middle_east,africa,oceania,atrocity_years,physint_sum,workerrights_practices_sum,repression_sum,civpol_sum,human_rights_score,workerrights_laws_sum,bbatrocity,zero_kill,zero_disap,zero_polpris,zero_tort,bbatrocity_intensity,avg_kill3,avg_disap3,avg_polpris3,avg_tort3,avg_bbatrocity_intensity3,avg_speech3,avg_rel_free3,avg_dommov3,avg_formov3,avg_assn3,avg_wopol3,avg_wosoc_l3,avg_wosoc_p3,avg_wecon3,avg_union_l3,avg_union_p3,avg_barg_l3,avg_barg_p3,avg_force_l3,avg_force_p3,avg_child_l3,avg_child_p3,avg_wage_l3,avg_wage_p3,avg_safe_l3,avg_safe_p3,avg_hour_l3,avg_hour_p3,avg_trafficking_l3,avg_trafficking_p3,avg_trial_p3,avg_injud3,wopol_two,wecon_two,wosoc_two,trial_two,atrocity_hrscore,emp_rights_sum,hrscorex2,avg_ngo3,avg_elecsd3
1453,1453,1453,1453,Japan,2012,359,142,30,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,1,0,0,0,6.0,8.0,14.0,6.0,70.0,12.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,2.0,0.0,,2.0,1.66666666666667,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.66666666666667,1.0,1.0,1.0,2.0,1.0,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2.0,1.66666666666667,1.66666666666667,0.333333333333333,1.0,0.333333333333333,1.0,2.0,1.0,,1.0,1.0,2.0,6,70.0,2.33333333333333,2.0
1470,1470,1470,1470,Jordan,2012,362,142,145,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0,0,1,0,0,0,5.0,4.0,5.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.66666666666667,1.66666666666667,0.666666666666667,0.0,,0.0,0.0,0.333333333333333,1.33333333333333,0.0,2.0,0.0,0.0,0.0,1.0,0.333333333333333,1.0,0.333333333333333,1.33333333333333,0.333333333333333,2.0,0.666666666666667,1.0,0.666666666666667,1.33333333333333,0.666666666666667,1.0,1.0,1.0,1.0,0.0,0.666666666666667,1.0,,,,2.0,2,32.0,1.33333333333333,0.0
1487,1487,1487,1487,Kazakhstan,2012,365,142,62,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,4.0,5.0,4.0,0.0,34.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.33333333333333,1.0,0.0,,0.333333333333333,0.0,1.0,1.0,0.0,2.0,3.0,1.66666666666667,1.0,1.66666666666667,0.333333333333333,1.0,0.333333333333333,2.0,0.333333333333333,2.0,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,0.0,1.66666666666667,1.0,0.666666666666667,0.333333333333333,0.0,0.0,1.0,,,,2.0,3,34.0,1.0,0.0
1504,1504,1504,1504,Kenya,2012,368,2,14,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0,0,0,1,0,21,3.0,2.0,5.0,2.0,24.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.666666666666667,1.66666666666667,1.33333333333333,0.0,,1.0,0.666666666666667,0.666666666666667,0.333333333333333,0.0,1.66666666666667,1.33333333333333,0.0,0.333333333333333,2.0,0.666666666666667,1.0,0.666666666666667,2.0,0.666666666666667,1.0,0.0,1.0,0.333333333333333,1.33333333333333,0.0,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0.333333333333333,,,,,0.0,1,24.0,0.0,1.0
1521,1521,1521,1521,Kiribati,2012,371,9,57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0,0,0,0,1,0,8.0,6.0,16.0,6.0,70.0,7.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.66666666666667,0.333333333333333,1.66666666666667,1.66666666666667,1.66666666666667,1.33333333333333,2.0,2.0,2.0,2.0,0.0,0.333333333333333,1.0,0.0,0.0,1.0,0.333333333333333,0.0,2.33333333333333,2.0,1.0,,1.0,1.0,2.0,6,70.0,3.0,2.0
1538,1538,1538,1538,Dem. Rep. Korea,2012,374,142,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0,0,1,0,0,27,1.0,1.0,1.0,0.0,10.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.666666666666667,0.0,0.0,2.33333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2.33333333333333,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.333333333333333,0.0,0.0,0.333333333333333,0.0,1.33333333333333,0.666666666666667,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,2,10.0,0.0,0.0
1555,1555,1555,1555,Korea,2012,377,142,30,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0,1,0,0,0,6.0,8.0,13.0,6.0,72.0,10.0,0.0,0.0,0.0,1.0,0.0,,1.66666666666667,2.0,0.0,1.33333333333333,,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,2.0,3.0,3.0,3.0,1.0,1.33333333333333,1.0,1.0,2.0,1.33333333333333,2.0,1.0,1.0,1.66666666666667,2.0,1.33333333333333,1.0,1.0,2.0,1.33333333333333,1.66666666666667,1.66666666666667,1.0,2.0,2.0,,2.0,8,72.0,2.66666666666667,2.0
1572,1572,1572,1572,Kuwait,2012,380,142,145,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0,0,1,0,0,0,7.0,2.0,9.0,2.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,1.33333333333333,1.0,,0.0,0.666666666666667,0.666666666666667,1.33333333333333,1.0,0.666666666666667,0.666666666666667,0.666666666666667,0.0,1.0,0.333333333333333,1.0,0.333333333333333,2.0,0.333333333333333,2.0,2.0,1.0,0.666666666666667,2.0,0.333333333333333,1.0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1.0,,,,,2.0,2,38.0,1.0,1.0
1589,1589,1589,1589,Kyrgyzstan,2012,383,142,62,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,0,1,0,0,0,2.0,7.0,4.0,2.0,40.0,12.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.666666666666667,1.0,0.0,,0.666666666666667,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.33333333333333,2.0,1.0,0.666666666666667,0.666666666666667,2.0,0.666666666666667,2.0,1.0,1.0,0.333333333333333,0.0,1.0,1.0,,,,2.0,3,40.0,0.333333333333333,1.0
1606,1606,1606,1606,Lao PDR,2012,386,142,35,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0,0,1,0,0,3,5.0,3.0,5.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.66666666666667,1.0,0.666666666666667,,0.0,0.0,1.0,1.33333333333333,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.666666666666667,2.0,1.0,1.33333333333333,1.0,1.0,0.666666666666667,1.0,0.0,0.666666666666667,0.666666666666667,0.0,1.0,1.0,,1.0,,2.0,4,36.0,1.0,0.0
1623,1623,1623,1623,Latvia,2012,389,150,154,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1,0,0,0,0,6.0,8.0,12.0,5.0,72.0,10.0,0.0,0.0,0.0,0.0,1.0,,2.0,2.0,1.66666666666667,0.666666666666667,,1.0,1.66666666666667,2.0,2.0,1.33333333333333,2.33333333333333,3.0,3.0,1.33333333333333,1.66666666666667,2.0,1.33333333333333,1.33333333333333,2.0,1.66666666666667,1.0,0.0,1.66666666666667,1.66666666666667,2.0,1.0,1.66666666666667,1.66666666666667,1.33333333333333,1.0,1.0,1.33333333333333,2.0,1.0,2.0,,2.0,9,72.0,3.0,1.33333333333333
1640,1640,1640,1640,Lebanon,2012,392,142,145,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,6.0,3.0,9.0,3.0,44.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.33333333333333,1.66666666666667,1.33333333333333,0.0,,1.0,1.33333333333333,1.33333333333333,1.33333333333333,1.0,1.0,1.33333333333333,1.0,0.0,1.0,0.333333333333333,1.0,0.0,1.66666666666667,1.0,2.0,0.0,1.0,1.0,1.0,0.666666666666667,1.0,1.33333333333333,0.666666666666667,0.0,0.0,0.0,,,,,2.0,4,44.0,1.66666666666667,1.0
1657,1657,1657,1657,Lesotho,2012,395,2,18,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,3,6.0,3.0,12.0,5.0,62.0,9.0,0.0,0.0,0.0,0.0,0.0,,1.33333333333333,2.0,2.0,1.0,,0.666666666666667,2.0,2.0,2.0,2.0,2.0,2.66666666666667,2.0,1.0,1.66666666666667,1.0,1.0,1.0,2.0,0.666666666666667,2.0,0.0,1.0,0.333333333333333,1.66666666666667,0.666666666666667,1.0,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,2.0,1.0,,1.0,,2.0,6,62.0,2.66666666666667,1.66666666666667
1674,1674,1674,1674,Liberia,2012,398,2,11,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,9,7.0,3.0,12.0,5.0,56.0,8.0,0.0,0.0,0.0,0.0,0.0,,1.33333333333333,2.0,1.33333333333333,1.0,,1.0,2.0,1.66666666666667,1.33333333333333,1.66666666666667,2.0,1.0,0.333333333333333,1.66666666666667,1.0,1.0,1.0,1.0,2.0,0.666666666666667,2.0,0.0,1.0,1.0,1.0,0.666666666666667,0.666666666666667,0.666666666666667,1.0,0.333333333333333,0.0,0.666666666666667,1.0,1.0,,,2.0,5,56.0,3.0,2.0
1691,1691,1691,1691,Libya,2012,401,2,15,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,0,1,0,20,1.0,5.0,3.0,2.0,28.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,0.666666666666667,0.666666666666667,0.0,0.0,,0.333333333333333,0.0,0.333333333333333,1.0,0.333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.33333333333333,1.66666666666667,0.0,1.0,0.333333333333333,1.0,1.33333333333333,1.33333333333333,1.33333333333333,0.333333333333333,0.0,0.0,0.0,1.0,,,,0.0,3,28.0,0.333333333333333,0.0
1708,1708,1708,1708,Liechtenstein,2012,404,150,155,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,8.0,11.0,16.0,5.0,86.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.66666666666667,1.66666666666667,1.33333333333333,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.66666666666667,2.0,2.0,1.0,1.0,0.666666666666667,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,8,86.0,3.0,2.0
1725,1725,1725,1725,Lithuania,2012,407,150,154,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,7.0,9.0,14.0,5.0,70.0,12.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,,1.33333333333333,1.66666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.66666666666667,1.0,2.0,1.33333333333333,2.0,2.0,1.0,1.0,2.0,1.66666666666667,1.0,1.0,1.66666666666667,1.0,1.33333333333333,2.0,1.0,1.0,,1.0,2.0,6,70.0,2.66666666666667,1.0
1742,1742,1742,1742,Luxembourg,2012,410,150,155,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,8.0,12.0,17.0,6.0,94.0,14.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.66666666666667,3.0,3.0,3.0,2.0,2.0,1.33333333333333,1.0,2.0,2.0,2.0,2.0,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2.0,2.0,2.0,1.33333333333333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10,94.0,3.0,2.0
1759,1759,1759,1759,North Macedonia,2012,413,150,39,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,6.0,6.0,10.0,4.0,52.0,12.0,0.0,0.0,0.0,0.0,0.0,,1.66666666666667,2.0,1.0,0.666666666666667,,1.0,1.0,2.0,1.33333333333333,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.666666666666667,2.0,1.33333333333333,0.666666666666667,1.0,2.0,0.666666666666667,2.0,0.666666666666667,1.33333333333333,0.666666666666667,0.333333333333333,0.0,1.0,1.0,1.0,,2.0,5,52.0,2.66666666666667,1.0
1776,1776,1776,1776,Madagascar,2012,416,2,14,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0,0,0,1,0,8,3.0,2.0,4.0,1.0,26.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.666666666666667,1.66666666666667,0.333333333333333,0.0,,0.333333333333333,0.666666666666667,1.33333333333333,1.66666666666667,0.0,2.0,2.0,1.0,1.0,1.0,1.33333333333333,1.0,1.0,0.666666666666667,0.333333333333333,2.0,0.0,1.33333333333333,0.0,1.33333333333333,0.333333333333333,1.66666666666667,0.666666666666667,0.666666666666667,0.0,0.0,0.0,1.0,,,,0.0,4,26.0,2.0,0.0
1793,1793,1793,1793,Malawi,2012,419,2,14,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,1,6.0,3.0,11.0,4.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.33333333333333,1.0,,1.0,2.0,2.0,1.66666666666667,1.33333333333333,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.666666666666667,2.0,0.0,1.0,0.0,1.66666666666667,0.0,1.0,0.0,1.0,0.666666666666667,1.0,2.0,1.0,,,,2.0,4,54.0,3.0,1.0
1810,1810,1810,1810,Malaysia,2012,422,142,35,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,2.0,4.0,2.0,0.0,26.0,8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.666666666666667,2.0,0.333333333333333,0.333333333333333,,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.333333333333333,0.666666666666667,0.0,1.66666666666667,0.666666666666667,1.0,1.0,0.333333333333333,0.333333333333333,1.0,0.666666666666667,1.0,1.0,0.666666666666667,0.333333333333333,0.0,0.666666666666667,1.0,,,,0.0,3,26.0,0.666666666666667,1.0
1827,1827,1827,1827,Maldives,2012,425,142,62,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,6.0,3.0,9.0,2.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,2.0,0.666666666666667,1.66666666666667,0.0,1.0,0.666666666666667,1.0,0.666666666666667,1.0,1.0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1.0,,,,2.0,5,46.0,3.0,1.0
1844,1844,1844,1844,Mali,2012,428,2,11,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,3.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,1,0,4,6.0,2.0,11.0,5.0,,9.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.66666666666667,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,0.333333333333333,2.0,1.0,1.33333333333333,1.33333333333333,1.66666666666667,0.333333333333333,1.0,0.0,1.0,0.0,2.0,0.333333333333333,1.0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.0,1.0,,,,2.0,5,,3.0,1.66666666666667
1861,1861,1861,1861,Malta,2012,431,150,39,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,7.0,11.0,15.0,5.0,,14.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,,,3.0,2.0,2.0,2.0,2.0,2.0,1.33333333333333,2.0,2.0,2.0,2.0,2.0,0.666666666666667,1.66666666666667,1.66666666666667,0.666666666666667,0.666666666666667,3.0,2.0,1.0,2.0,,2.0,2.0,7,,2.66666666666667,2.0
1878,1878,1878,1878,Marshall Islands,2012,434,9,57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,8.0,2.0,17.0,6.0,,3.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.66666666666667,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,1.0,1.0,0.0,0.333333333333333,1.33333333333333,0.666666666666667,0.0,0.0,1.0,0.666666666666667,0.0,0.0,0.0,0.0,0.666666666666667,0.333333333333333,2.33333333333333,2.0,1.0,1.0,,2.0,2.0,6,,2.0,1.66666666666667
1895,1895,1895,1895,Mauritania,2012,437,2,11,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,2.0,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0,0,0,1,0,2,3.0,5.0,6.0,3.0,,9.0,0.0,0.0,0.0,0.0,1.0,,1.33333333333333,1.33333333333333,0.666666666666667,0.0,,0.666666666666667,0.0,1.0,0.333333333333333,1.33333333333333,2.0,,,1.0,1.66666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2.0,0.333333333333333,1.0,1.0,1.0,0.0,1.66666666666667,0.0,1.0,1.0,0.333333333333333,0.0,0.0,0.0,1.0,,,,2.0,2,,2.0,1.33333333333333
1912,1912,1912,1912,Mauritius,2012,440,2,14,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,1.0,,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0,0,0,1,0,0,7.0,5.0,12.0,4.0,,9.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.66666666666667,1.0,,0.333333333333333,2.0,2.0,2.0,2.0,2.0,,,2.0,1.0,1.0,0.0,0.0,2.0,1.66666666666667,2.0,0.0,1.0,1.33333333333333,2.0,1.0,1.0,1.0,1.66666666666667,1.33333333333333,1.0,2.0,1.0,1.0,,,2.0,6,,3.0,2.0
1929,1929,1929,1929,Mexico,2012,443,419,13,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,,0.0,0.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,0,0,0,0,19,2.0,2.0,6.0,4.0,,10.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.333333333333333,1.0,0.0,,1.0,0.666666666666667,2.0,2.0,2.0,2.0,,,2.0,1.0,0.0,1.0,0.0,2.0,0.333333333333333,2.0,0.0,1.0,1.0,2.0,0.666666666666667,1.0,1.0,1.0,0.666666666666667,0.0,0.0,1.0,1.0,,,2.0,6,,0.666666666666667,1.33333333333333
1946,1946,1946,1946,"Micronesia, Fed. Sts.",2012,446,9,57,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,,3.0,3.0,,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,7.0,11.0,16.0,6.0,,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.33333333333333,,2.0,2.0,2.0,2.0,2.0,1.0,,,2.0,1.0,2.0,0.333333333333333,0.333333333333333,2.0,1.66666666666667,0.0,2.0,1.0,1.33333333333333,1.0,0.0,1.33333333333333,1.66666666666667,0.333333333333333,0.0,2.0,2.0,,1.0,,2.0,2.0,5,,3.0,1.0
1963,1963,1963,1963,Moldova,2012,449,150,151,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,,2.0,0.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,0,0,0,0,6.0,11.0,8.0,2.0,,13.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.333333333333333,,1.0,1.0,1.0,2.0,0.0,2.0,,,2.0,1.33333333333333,1.0,0.666666666666667,0.666666666666667,1.33333333333333,1.66666666666667,2.0,0.333333333333333,1.33333333333333,1.33333333333333,2.0,1.0,2.0,1.33333333333333,1.0,0.666666666666667,0.0,0.0,1.0,1.0,,,2.0,5,,1.33333333333333,1.33333333333333
1980,1980,1980,1980,Monaco,2012,452,150,155,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,,3.0,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0,1,0,0,0,0,8.0,8.0,16.0,5.0,,9.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,,1.33333333333333,2.0,2.0,2.0,2.0,2.0,,,3.0,1.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2.0,1.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,1.33333333333333,2.0,2.0,0.0,0.0,2.66666666666667,2.0,1.0,2.0,,2.0,2.0,7,,3.0,0.0
